publication line: warranty has been voided, you can only go east. 
00000000 000093be 65 00051228 00000065 00000003 00051230 00000083 00051236 00000000 00000002
00000000 000093be 64 00051229 00000064 00000003 00051230 00000083 00051237 00000000 00000002
00000000 000093be 20 0005122a 00000020 00000003 00051230 00000083 00051238 00000000 00000002
00000000 000093be 31 000511d9 00000031 00000003 00051230 00000083 00051239 00000000 00000002
00000000 000093be 37 000511ea 00000037 00000003 00051230 00000083 0005123a 00000000 00000002
00000000 000093be 39 000511fc 00000039 00000003 00051230 00000083 0005123b 00000000 00000002
00000000 000093be 32 0005120e 00000032 00000003 00051230 00000083 0005123c 00000000 00000002
00000000 000093be 30 00051220 00000030 00000003 00051230 00000083 0005123d 00000000 00000002
00000000 000093be 2e 0005122c 0000002e 00000003 00051230 00000083 0005123e 00000000 00000002
00000000 000093be 2e 0005122d 0000002e 00000003 00051230 00000083 0005123f 00000000 00000002
00000000 000093be 2e 0005122e 0000002e 00000003 00051230 00000083 00051240 00000000 00000002
00000000 000093be 0a 0005122f 0000000a 00000003 00051230 00000083 00051241 00000000 00000002
00000000 000093be 42 0005639c 00000042 00000003 000563a8 00000083 000563aa 00000000 00000002
00000000 000093be 75 0005639d 00000075 00000003 000563a8 00000083 000563ab 00000000 00000002
00000000 000093be 72 0005639e 00000072 00000003 000563a8 00000083 000563ac 00000000 00000002
00000000 000093be 6e 0005639f 0000006e 00000003 000563a8 00000083 000563ad 00000000 00000002
00000000 000093be 65 000563a0 00000065 00000003 000563a8 00000083 000563ae 00000000 00000002
00000000 000093be 64 000563a1 00000064 00000003 000563a8 00000083 000563af 00000000 00000002
00000000 000093be 20 000563a2 00000020 00000003 000563a8 00000083 000563b0 00000000 00000002
00000000 000093be 31 00056344 00000031 00000003 000563a8 00000083 000563b1 00000000 00000002
00000000 000093be 38 00056355 00000038 00000003 000563a8 00000083 000563b2 00000000 00000002
00000000 000093be 34 00056367 00000034 00000003 000563a8 00000083 000563b3 00000000 00000002
00000000 000093be 33 00056386 00000033 00000003 000563a8 00000083 000563b4 00000000 00000002
00000000 000093be 32 00056398 00000032 00000003 000563a8 00000083 000563b5 00000000 00000002
00000000 000093be 2e 000563a4 0000002e 00000003 000563a8 00000083 000563b6 00000000 00000002
00000000 000093be 2e 000563a5 0000002e 00000003 000563a8 00000083 000563b7 00000000 00000002
00000000 000093be 2e 000563a6 0000002e 00000003 000563a8 00000083 000563b8 00000000 00000002
00000000 000093be 0a 000563a7 0000000a 00000003 000563a8 00000083 000563b9 00000000 00000002
00000000 000093be 42 0005b4f8 00000042 00000003 0005b504 00000083 0005b506 00000000 00000002
00000000 000093be 75 0005b4f9 00000075 00000003 0005b504 00000083 0005b507 00000000 00000002
00000000 000093be 72 0005b4fa 00000072 00000003 0005b504 00000083 0005b508 00000000 00000002
00000000 000093be 6e 0005b4fb 0000006e 00000003 0005b504 00000083 0005b509 00000000 00000002
00000000 000093be 65 0005b4fc 00000065 00000003 0005b504 00000083 0005b50a 00000000 00000002
00000000 000093be 64 0005b4fd 00000064 00000003 0005b504 00000083 0005b50b 00000000 00000002
00000000 000093be 20 0005b4fe 00000020 00000003 0005b504 00000083 0005b50c 00000000 00000002
00000000 000093be 31 0005b4a0 00000031 00000003 0005b504 00000083 0005b50d 00000000 00000002
00000000 000093be 38 0005b4b1 00000038 00000003 0005b504 00000083 0005b50e 00000000 00000002
00000000 000093be 39 0005b4d0 00000039 00000003 0005b504 00000083 0005b50f 00000000 00000002
00000000 000093be 34 0005b4e2 00000034 00000003 0005b504 00000083 0005b510 00000000 00000002
00000000 000093be 34 0005b4f4 00000034 00000003 0005b504 00000083 0005b511 00000000 00000002
00000000 000093be 2e 0005b500 0000002e 00000003 0005b504 00000083 0005b512 00000000 00000002
00000000 000093be 2e 0005b501 0000002e 00000003 0005b504 00000083 0005b513 00000000 00000002
00000000 000093be 2e 0005b502 0000002e 00000003 0005b504 00000083 0005b514 00000000 00000002
00000000 000093be 0a 0005b503 0000000a 00000003 0005b504 00000083 0005b515 00000000 00000002
00000000 000093be 42 00060671 00000042 00000003 0006067d 00000083 0006067f 00000000 00000002
00000000 000093be 75 00060672 00000075 00000003 0006067d 00000083 00060680 00000000 00000002
00000000 000093be 72 00060673 00000072 00000003 0006067d 00000083 00060681 00000000 00000002
00000000 000093be 6e 00060674 0000006e 00000003 0006067d 00000083 00060682 00000000 00000002
00000000 000093be 65 00060675 00000065 00000003 0006067d 00000083 00060683 00000000 00000002
00000000 000093be 64 00060676 00000064 00000003 0006067d 00000083 00060684 00000000 00000002
00000000 000093be 20 00060677 00000020 00000003 0006067d 00000083 00060685 00000000 00000002
00000000 000093be 31 00060616 00000031 00000003 0006067d 00000083 00060686 00000000 00000002
00000000 000093be 39 00060627 00000039 00000003 0006067d 00000083 00060687 00000000 00000002
00000000 000093be 34 00060639 00000034 00000003 0006067d 00000083 00060688 00000000 00000002
00000000 000093be 35 0006065b 00000035 00000003 0006067d 00000083 00060689 00000000 00000002
00000000 000093be 36 0006066d 00000036 00000003 0006067d 00000083 0006068a 00000000 00000002
00000000 000093be 2e 00060679 0000002e 00000003 0006067d 00000083 0006068b 00000000 00000002
00000000 000093be 2e 0006067a 0000002e 00000003 0006067d 00000083 0006068c 00000000 00000002
00000000 000093be 2e 0006067b 0000002e 00000003 0006067d 00000083 0006068d 00000000 00000002
00000000 000093be 0a 0006067c 0000000a 00000003 0006067d 00000083 0006068e 00000000 00000002
00000000 000093be 42 000657eb 00000042 00000003 000657f7 00000083 000657f9 00000000 00000002
00000000 000093be 75 000657ec 00000075 00000003 000657f7 00000083 000657fa 00000000 00000002
00000000 000093be 72 000657ed 00000072 00000003 000657f7 00000083 000657fb 00000000 00000002
00000000 000093be 6e 000657ee 0000006e 00000003 000657f7 00000083 000657fc 00000000 00000002
00000000 000093be 65 000657ef 00000065 00000003 000657f7 00000083 000657fd 00000000 00000002
00000000 000093be 64 000657f0 00000064 00000003 000657f7 00000083 000657fe 00000000 00000002
00000000 000093be 20 000657f1 00000020 00000003 000657f7 00000083 000657ff 00000000 00000002
00000000 000093be 31 000657a0 00000031 00000003 000657f7 00000083 00065800 00000000 00000002
00000000 000093be 39 000657b1 00000039 00000003 000657f7 00000083 00065801 00000000 00000002
00000000 000093be 39 000657c3 00000039 00000003 000657f7 00000083 00065802 00000000 00000002
00000000 000093be 36 000657d5 00000036 00000003 000657f7 00000083 00065803 00000000 00000002
00000000 000093be 38 000657e7 00000038 00000003 000657f7 00000083 00065804 00000000 00000002
00000000 000093be 2e 000657f3 0000002e 00000003 000657f7 00000083 00065805 00000000 00000002
00000000 000093be 2e 000657f4 0000002e 00000003 000657f7 00000083 00065806 00000000 00000002
00000000 000093be 2e 000657f5 0000002e 00000003 000657f7 00000083 00065807 00000000 00000002
00000000 000093be 0a 000657f6 0000000a 00000003 000657f7 00000083 00065808 00000000 00000002
00000000 000093be 42 00093ac3 00000042 00000003 00093acf 00000083 00093ad1 00000000 00000002
00000000 000093be 75 00093ac4 00000075 00000003 00093acf 00000083 00093ad2 00000000 00000002
00000000 000093be 72 00093ac5 00000072 00000003 00093acf 00000083 00093ad3 00000000 00000002
00000000 000093be 6e 00093ac6 0000006e 00000003 00093acf 00000083 00093ad4 00000000 00000002
00000000 000093be 65 00093ac7 00000065 00000003 00093acf 00000083 00093ad5 00000000 00000002
00000000 000093be 64 00093ac8 00000064 00000003 00093acf 00000083 00093ad6 00000000 00000002
00000000 000093be 20 00093ac9 00000020 00000003 00093acf 00000083 00093ad7 00000000 00000002
00000000 000093be 32 00093a78 00000032 00000003 00093acf 00000083 00093ad8 00000000 00000002
00000000 000093be 30 00093a89 00000030 00000003 00093acf 00000083 00093ad9 00000000 00000002
00000000 000093be 34 00093a9b 00000034 00000003 00093acf 00000083 00093ada 00000000 00000002
00000000 000093be 38 00093aad 00000038 00000003 00093acf 00000083 00093adb 00000000 00000002
00000000 000093be 30 00093abf 00000030 00000003 00093acf 00000083 00093adc 00000000 00000002
00000000 000093be 2e 00093acb 0000002e 00000003 00093acf 00000083 00093add 00000000 00000002
00000000 000093be 2e 00093acc 0000002e 00000003 00093acf 00000083 00093ade 00000000 00000002
00000000 000093be 2e 00093acd 0000002e 00000003 00093acf 00000083 00093adf 00000000 00000002
00000000 000093be 0a 00093ace 0000000a 00000003 00093acf 00000083 00093ae0 00000000 00000002
00000000 000093be 42 00098970 00000042 00000003 0009897c 00000083 0009897e 00000000 00000002
00000000 000093be 75 00098971 00000075 00000003 0009897c 00000083 0009897f 00000000 00000002
00000000 000093be 72 00098972 00000072 00000003 0009897c 00000083 00098980 00000000 00000002
00000000 000093be 6e 00098973 0000006e 00000003 0009897c 00000083 00098981 00000000 00000002
00000000 000093be 65 00098974 00000065 00000003 0009897c 00000083 00098982 00000000 00000002
00000000 000093be 64 00098975 00000064 00000003 0009897c 00000083 00098983 00000000 00000002
00000000 000093be 20 00098976 00000020 00000003 0009897c 00000083 00098984 00000000 00000002
00000000 000093be 32 00098925 00000032 00000003 0009897c 00000083 00098985 00000000 00000002
00000000 000093be 30 00098936 00000030 00000003 0009897c 00000083 00098986 00000000 00000002
00000000 000093be 39 00098948 00000039 00000003 0009897c 00000083 00098987 00000000 00000002
00000000 000093be 39 0009895a 00000039 00000003 0009897c 00000083 00098988 00000000 00000002
00000000 000093be 32 0009896c 00000032 00000003 0009897c 00000083 00098989 00000000 00000002
00000000 000093be 2e 00098978 0000002e 00000003 0009897c 00000083 0009898a 00000000 00000002
00000000 000093be 2e 00098979 0000002e 00000003 0009897c 00000083 0009898b 00000000 00000002
00000000 000093be 2e 0009897a 0000002e 00000003 0009897c 00000083 0009898c 00000000 00000002
00000000 000093be 0a 0009897b 0000000a 00000003 0009897c 00000083 0009898d 00000000 00000002
00000000 000093be 42 0009d7d4 00000042 00000003 0009d7e0 00000083 0009d7e2 00000000 00000002
00000000 000093be 75 0009d7d5 00000075 00000003 0009d7e0 00000083 0009d7e3 00000000 00000002
00000000 000093be 72 0009d7d6 00000072 00000003 0009d7e0 00000083 0009d7e4 00000000 00000002
00000000 000093be 6e 0009d7d7 0000006e 00000003 0009d7e0 00000083 0009d7e5 00000000 00000002
00000000 000093be 65 0009d7d8 00000065 00000003 0009d7e0 00000083 0009d7e6 00000000 00000002
00000000 000093be 64 0009d7d9 00000064 00000003 0009d7e0 00000083 0009d7e7 00000000 00000002
00000000 000093be 20 0009d7da 00000020 00000003 0009d7e0 00000083 0009d7e8 00000000 00000002
00000000 000093be 32 0009d788 00000032 00000003 0009d7e0 00000083 0009d7e9 00000000 00000002
00000000 000093be 31 0009d79a 00000031 00000003 0009d7e0 00000083 0009d7ea 00000000 00000002
00000000 000093be 35 0009d7ac 00000035 00000003 0009d7e0 00000083 0009d7eb 00000000 00000002
00000000 000093be 30 0009d7be 00000030 00000003 0009d7e0 00000083 0009d7ec 00000000 00000002
00000000 000093be 34 0009d7d0 00000034 00000003 0009d7e0 00000083 0009d7ed 00000000 00000002
00000000 000093be 2e 0009d7dc 0000002e 00000003 0009d7e0 00000083 0009d7ee 00000000 00000002
00000000 000093be 2e 0009d7dd 0000002e 00000003 0009d7e0 00000083 0009d7ef 00000000 00000002
00000000 000093be 2e 0009d7de 0000002e 00000003 0009d7e0 00000083 0009d7f0 00000000 00000002
00000000 000093be 0a 0009d7df 0000000a 00000003 0009d7e0 00000083 0009d7f1 00000000 00000002
00000000 000093be 42 000a2663 00000042 00000003 000a266f 00000083 000a2671 00000000 00000002
00000000 000093be 75 000a2664 00000075 00000003 000a266f 00000083 000a2672 00000000 00000002
00000000 000093be 72 000a2665 00000072 00000003 000a266f 00000083 000a2673 00000000 00000002
00000000 000093be 6e 000a2666 0000006e 00000003 000a266f 00000083 000a2674 00000000 00000002
00000000 000093be 65 000a2667 00000065 00000003 000a266f 00000083 000a2675 00000000 00000002
00000000 000093be 64 000a2668 00000064 00000003 000a266f 00000083 000a2676 00000000 00000002
00000000 000093be 20 000a2669 00000020 00000003 000a266f 00000083 000a2677 00000000 00000002
00000000 000093be 32 000a2615 00000032 00000003 000a266f 00000083 000a2679 00000000 00000002
00000000 000093be 32 000a2626 00000032 00000003 000a266f 00000083 000a267a 00000000 00000002
00000000 000093be 30 000a263b 00000030 00000003 000a266f 00000083 000a267b 00000000 00000002
00000000 000093be 31 000a264d 00000031 00000003 000a266f 00000083 000a267c 00000000 00000002
00000000 000093be 36 000a265f 00000036 00000003 000a266f 00000083 000a267d 00000000 00000002
00000000 000093be 2e 000a266b 0000002e 00000003 000a266f 00000083 000a267e 00000000 00000002
00000000 000093be 2e 000a266c 0000002e 00000003 000a266f 00000083 000a267f 00000000 00000002
00000000 000093be 2e 000a266d 0000002e 00000003 000a266f 00000083 000a2680 00000000 00000002
00000000 000093be 0a 000a266e 0000000a 00000003 000a266f 00000083 000a2681 00000000 00000002
00000000 000093be 42 000a76a5 00000042 00000003 000a76b1 00000083 000a76b3 00000000 00000002
00000000 000093be 75 000a76a6 00000075 00000003 000a76b1 00000083 000a76b4 00000000 00000002
00000000 000093be 72 000a76a7 00000072 00000003 000a76b1 00000083 000a76b5 00000000 00000002
00000000 000093be 6e 000a76a8 0000006e 00000003 000a76b1 00000083 000a76b6 00000000 00000002
00000000 000093be 65 000a76a9 00000065 00000003 000a76b1 00000083 000a76b7 00000000 00000002
00000000 000093be 64 000a76aa 00000064 00000003 000a76b1 00000083 000a76b8 00000000 00000002
00000000 000093be 20 000a76ab 00000020 00000003 000a76b1 00000083 000a76b9 00000000 00000002
00000000 000093be 32 000a765a 00000032 00000003 000a76b1 00000083 000a76ba 00000000 00000002
00000000 000093be 32 000a766b 00000032 00000003 000a76b1 00000083 000a76bb 00000000 00000002
00000000 000093be 35 000a767d 00000035 00000003 000a76b1 00000083 000a76bc 00000000 00000002
00000000 000093be 32 000a768f 00000032 00000003 000a76b1 00000083 000a76bd 00000000 00000002
00000000 000093be 38 000a76a1 00000038 00000003 000a76b1 00000083 000a76be 00000000 00000002
00000000 000093be 2e 000a76ad 0000002e 00000003 000a76b1 00000083 000a76bf 00000000 00000002
00000000 000093be 2e 000a76ae 0000002e 00000003 000a76b1 00000083 000a76c0 00000000 00000002
00000000 000093be 2e 000a76af 0000002e 00000003 000a76b1 00000083 000a76c1 00000000 00000002
00000000 000093be 0a 000a76b0 0000000a 00000003 000a76b1 00000083 000a76c2 00000000 00000002
00000000 000093be 42 000ac506 00000042 00000003 000ac516 00000083 000ac518 00000000 00000002
00000000 000093be 75 000ac50b 00000075 00000003 000ac516 00000083 000ac519 00000000 00000002
00000000 000093be 72 000ac50c 00000072 00000003 000ac516 00000083 000ac51a 00000000 00000002
00000000 000093be 6e 000ac50d 0000006e 00000003 000ac516 00000083 000ac51b 00000000 00000002
00000000 000093be 65 000ac50e 00000065 00000003 000ac516 00000083 000ac51c 00000000 00000002
00000000 000093be 64 000ac50f 00000064 00000003 000ac516 00000083 000ac51d 00000000 00000002
00000000 000093be 20 000ac510 00000020 00000003 000ac516 00000083 000ac51e 00000000 00000002
00000000 000093be 32 000ac4b3 00000032 00000003 000ac516 00000083 000ac51f 00000000 00000002
00000000 000093be 33 000ac4c4 00000033 00000003 000ac516 00000083 000ac520 00000000 00000002
00000000 000093be 30 000ac4d7 00000030 00000003 000ac516 00000083 000ac521 00000000 00000002
00000000 000093be 34 000ac4ea 00000034 00000003 000ac516 00000083 000ac522 00000000 00000002
00000000 000093be 30 000ac4fe 00000030 00000003 000ac516 00000083 000ac523 00000000 00000002
00000000 000093be 2e 000ac512 0000002e 00000003 000ac516 00000083 000ac524 00000000 00000002
00000000 000093be 2e 000ac513 0000002e 00000003 000ac516 00000083 000ac525 00000000 00000002
00000000 000093be 2e 000ac514 0000002e 00000003 000ac516 00000083 000ac526 00000000 00000002
00000000 000093be 0a 000ac515 0000000a 00000003 000ac516 00000083 000ac527 00000000 00000002
00000000 000093be 42 000b1386 00000042 00000003 000b1392 00000083 000b1394 00000000 00000002
00000000 000093be 75 000b1387 00000075 00000003 000b1392 00000083 000b1395 00000000 00000002
00000000 000093be 72 000b1388 00000072 00000003 000b1392 00000083 000b1396 00000000 00000002
00000000 000093be 6e 000b1389 0000006e 00000003 000b1392 00000083 000b1397 00000000 00000002
00000000 000093be 65 000b138a 00000065 00000003 000b1392 00000083 000b1398 00000000 00000002
00000000 000093be 64 000b138b 00000064 00000003 000b1392 00000083 000b1399 00000000 00000002
00000000 000093be 20 000b138c 00000020 00000003 000b1392 00000083 000b139a 00000000 00000002
00000000 000093be 32 000b133a 00000032 00000003 000b1392 00000083 000b139b 00000000 00000002
00000000 000093be 33 000b134b 00000033 00000003 000b1392 00000083 000b139c 00000000 00000002
00000000 000093be 35 000b135e 00000035 00000003 000b1392 00000083 000b139d 00000000 00000002
00000000 000093be 35 000b1370 00000035 00000003 000b1392 00000083 000b139e 00000000 00000002
00000000 000093be 32 000b1382 00000032 00000003 000b1392 00000083 000b139f 00000000 00000002
00000000 000093be 2e 000b138e 0000002e 00000003 000b1392 00000083 000b13a0 00000000 00000002
00000000 000093be 2e 000b138f 0000002e 00000003 000b1392 00000083 000b13a1 00000000 00000002
00000000 000093be 2e 000b1390 0000002e 00000003 000b1392 00000083 000b13a2 00000000 00000002
00000000 000093be 0a 000b1391 0000000a 00000003 000b1392 00000083 000b13a3 00000000 00000002
00000000 000093be 42 000b6248 00000042 00000003 000b6254 00000083 000b6256 00000000 00000002
00000000 000093be 75 000b6249 00000075 00000003 000b6254 00000083 000b6257 00000000 00000002
00000000 000093be 72 000b624a 00000072 00000003 000b6254 00000083 000b6258 00000000 00000002
00000000 000093be 6e 000b624b 0000006e 00000003 000b6254 00000083 000b6259 00000000 00000002
00000000 000093be 65 000b624c 00000065 00000003 000b6254 00000083 000b625a 00000000 00000002
00000000 000093be 64 000b624d 00000064 00000003 000b6254 00000083 000b625b 00000000 00000002
00000000 000093be 20 000b624e 00000020 00000003 000b6254 00000083 000b625c 00000000 00000002
00000000 000093be 32 000b61fb 00000032 00000003 000b6254 00000083 000b625d 00000000 00000002
00000000 000093be 34 000b620d 00000034 00000003 000b6254 00000083 000b625e 00000000 00000002
00000000 000093be 30 000b6220 00000030 00000003 000b6254 00000083 000b625f 00000000 00000002
00000000 000093be 36 000b6232 00000036 00000003 000b6254 00000083 000b6260 00000000 00000002
00000000 000093be 34 000b6244 00000034 00000003 000b6254 00000083 000b6261 00000000 00000002
00000000 000093be 2e 000b6250 0000002e 00000003 000b6254 00000083 000b6262 00000000 00000002
00000000 000093be 2e 000b6251 0000002e 00000003 000b6254 00000083 000b6263 00000000 00000002
00000000 000093be 2e 000b6252 0000002e 00000003 000b6254 00000083 000b6264 00000000 00000002
00000000 000093be 0a 000b6253 0000000a 00000003 000b6254 00000083 000b6265 00000000 00000002
00000000 000093be 42 000bb103 00000042 00000003 000bb10f 00000083 000bb111 00000000 00000002
00000000 000093be 75 000bb104 00000075 00000003 000bb10f 00000083 000bb112 00000000 00000002
00000000 000093be 72 000bb105 00000072 00000003 000bb10f 00000083 000bb113 00000000 00000002
00000000 000093be 6e 000bb106 0000006e 00000003 000bb10f 00000083 000bb114 00000000 00000002
00000000 000093be 65 000bb107 00000065 00000003 000bb10f 00000083 000bb115 00000000 00000002
00000000 000093be 64 000bb108 00000064 00000003 000bb10f 00000083 000bb116 00000000 00000002
00000000 000093be 20 000bb109 00000020 00000003 000bb10f 00000083 000bb117 00000000 00000002
00000000 000093be 32 000bb0b6 00000032 00000003 000bb10f 00000083 000bb118 00000000 00000002
00000000 000093be 34 000bb0c7 00000034 00000003 000bb10f 00000083 000bb119 00000000 00000002
00000000 000093be 35 000bb0da 00000035 00000003 000bb10f 00000083 000bb11a 00000000 00000002
00000000 000093be 37 000bb0ed 00000037 00000003 000bb10f 00000083 000bb11b 00000000 00000002
00000000 000093be 36 000bb0ff 00000036 00000003 000bb10f 00000083 000bb11c 00000000 00000002
00000000 000093be 2e 000bb10b 0000002e 00000003 000bb10f 00000083 000bb11d 00000000 00000002
00000000 000093be 2e 000bb10c 0000002e 00000003 000bb10f 00000083 000bb11e 00000000 00000002
00000000 000093be 2e 000bb10d 0000002e 00000003 000bb10f 00000083 000bb11f 00000000 00000002
00000000 000093be 0a 000bb10e 0000000a 00000003 000bb10f 00000083 000bb120 00000000 00000002
00000000 000093be 42 000bfeed 00000042 00000003 000bfef9 00000083 000bfefb 00000000 00000002
00000000 000093be 75 000bfeee 00000075 00000003 000bfef9 00000083 000bfefc 00000000 00000002
00000000 000093be 72 000bfeef 00000072 00000003 000bfef9 00000083 000bfefd 00000000 00000002
00000000 000093be 6e 000bfef0 0000006e 00000003 000bfef9 00000083 000bfefe 00000000 00000002
00000000 000093be 65 000bfef1 00000065 00000003 000bfef9 00000083 000bfeff 00000000 00000002
00000000 000093be 64 000bfef2 00000064 00000003 000bfef9 00000083 000bff00 00000000 00000002
00000000 000093be 20 000bfef3 00000020 00000003 000bfef9 00000083 000bff01 00000000 00000002
00000000 000093be 32 000bfe96 00000032 00000003 000bfef9 00000083 000bff02 00000000 00000002
00000000 000093be 35 000bfea8 00000035 00000003 000bfef9 00000083 000bff03 00000000 00000002
00000000 000093be 30 000bfeba 00000030 00000003 000bfef9 00000083 000bff04 00000000 00000002
00000000 000093be 38 000bfed7 00000038 00000003 000bfef9 00000083 000bff05 00000000 00000002
00000000 000093be 38 000bfee9 00000038 00000003 000bfef9 00000083 000bff06 00000000 00000002
00000000 000093be 2e 000bfef5 0000002e 00000003 000bfef9 00000083 000bff07 00000000 00000002
00000000 000093be 2e 000bfef6 0000002e 00000003 000bfef9 00000083 000bff08 00000000 00000002
00000000 000093be 2e 000bfef7 0000002e 00000003 000bfef9 00000083 000bff09 00000000 00000002
00000000 000093be 0a 000bfef8 0000000a 00000003 000bfef9 00000083 000bff0a 00000000 00000002
00000000 000093be 42 000c4cef 00000042 00000003 000c4cfb 00000083 000c4cfd 00000000 00000002
00000000 000093be 75 000c4cf0 00000075 00000003 000c4cfb 00000083 000c4cfe 00000000 00000002
00000000 000093be 72 000c4cf1 00000072 00000003 000c4cfb 00000083 000c4cff 00000000 00000002
00000000 000093be 6e 000c4cf2 0000006e 00000003 000c4cfb 00000083 000c4d00 00000000 00000002
00000000 000093be 65 000c4cf3 00000065 00000003 000c4cfb 00000083 000c4d01 00000000 00000002
00000000 000093be 64 000c4cf4 00000064 00000003 000c4cfb 00000083 000c4d02 00000000 00000002
00000000 000093be 20 000c4cf5 00000020 00000003 000c4cfb 00000083 000c4d03 00000000 00000002
00000000 000093be 32 000c4ca4 00000032 00000003 000c4cfb 00000083 000c4d04 00000000 00000002
00000000 000093be 35 000c4cb5 00000035 00000003 000c4cfb 00000083 000c4d05 00000000 00000002
00000000 000093be 36 000c4cc7 00000036 00000003 000c4cfb 00000083 000c4d06 00000000 00000002
00000000 000093be 30 000c4cd9 00000030 00000003 000c4cfb 00000083 000c4d07 00000000 00000002
00000000 000093be 30 000c4ceb 00000030 00000003 000c4cfb 00000083 000c4d08 00000000 00000002
00000000 000093be 2e 000c4cf7 0000002e 00000003 000c4cfb 00000083 000c4d09 00000000 00000002
00000000 000093be 2e 000c4cf8 0000002e 00000003 000c4cfb 00000083 000c4d0a 00000000 00000002
00000000 000093be 2e 000c4cf9 0000002e 00000003 000c4cfb 00000083 000c4d0b 00000000 00000002
00000000 000093be 0a 000c4cfa 0000000a 00000003 000c4cfb 00000083 000c4d0c 00000000 00000002
00000000 000093be 42 000c9ae7 00000042 00000003 000c9af3 00000083 000c9af5 00000000 00000002
00000000 000093be 75 000c9ae8 00000075 00000003 000c9af3 00000083 000c9af6 00000000 00000002
00000000 000093be 72 000c9ae9 00000072 00000003 000c9af3 00000083 000c9af7 00000000 00000002
00000000 000093be 6e 000c9aea 0000006e 00000003 000c9af3 00000083 000c9af8 00000000 00000002
00000000 000093be 65 000c9aeb 00000065 00000003 000c9af3 00000083 000c9af9 00000000 00000002
00000000 000093be 64 000c9aec 00000064 00000003 000c9af3 00000083 000c9afa 00000000 00000002
00000000 000093be 20 000c9aed 00000020 00000003 000c9af3 00000083 000c9afb 00000000 00000002
00000000 000093be 32 000c9a91 00000032 00000003 000c9af3 00000083 000c9afc 00000000 00000002
00000000 000093be 36 000c9aa2 00000036 00000003 000c9af3 00000083 000c9afd 00000000 00000002
00000000 000093be 31 000c9ab4 00000031 00000003 000c9af3 00000083 000c9afe 00000000 00000002
00000000 000093be 31 000c9ac7 00000031 00000003 000c9af3 00000083 000c9aff 00000000 00000002
00000000 000093be 32 000c9adf 00000032 00000003 000c9af3 00000083 000c9b00 00000000 00000002
00000000 000093be 2e 000c9aef 0000002e 00000003 000c9af3 00000083 000c9b01 00000000 00000002
00000000 000093be 2e 000c9af0 0000002e 00000003 000c9af3 00000083 000c9b02 00000000 00000002
00000000 000093be 2e 000c9af1 0000002e 00000003 000c9af3 00000083 000c9b03 00000000 00000002
00000000 000093be 0a 000c9af2 0000000a 00000003 000c9af3 00000083 000c9b04 00000000 00000002
00000000 000093be 42 000ce99c 00000042 00000003 000ce9a8 00000083 000ce9aa 00000000 00000002
00000000 000093be 75 000ce99d 00000075 00000003 000ce9a8 00000083 000ce9ab 00000000 00000002
00000000 000093be 72 000ce99e 00000072 00000003 000ce9a8 00000083 000ce9ac 00000000 00000002
00000000 000093be 6e 000ce99f 0000006e 00000003 000ce9a8 00000083 000ce9ad 00000000 00000002
00000000 000093be 65 000ce9a0 00000065 00000003 000ce9a8 00000083 000ce9ae 00000000 00000002
00000000 000093be 64 000ce9a1 00000064 00000003 000ce9a8 00000083 000ce9af 00000000 00000002
00000000 000093be 20 000ce9a2 00000020 00000003 000ce9a8 00000083 000ce9b0 00000000 00000002
00000000 000093be 32 000ce951 00000032 00000003 000ce9a8 00000083 000ce9b1 00000000 00000002
00000000 000093be 36 000ce962 00000036 00000003 000ce9a8 00000083 000ce9b2 00000000 00000002
00000000 000093be 36 000ce974 00000036 00000003 000ce9a8 00000083 000ce9b3 00000000 00000002
00000000 000093be 32 000ce986 00000032 00000003 000ce9a8 00000083 000ce9b4 00000000 00000002
00000000 000093be 34 000ce998 00000034 00000003 000ce9a8 00000083 000ce9b5 00000000 00000002
00000000 000093be 2e 000ce9a4 0000002e 00000003 000ce9a8 00000083 000ce9b6 00000000 00000002
00000000 000093be 2e 000ce9a5 0000002e 00000003 000ce9a8 00000083 000ce9b7 00000000 00000002
00000000 000093be 2e 000ce9a6 0000002e 00000003 000ce9a8 00000083 000ce9b8 00000000 00000002
00000000 000093be 0a 000ce9a7 0000000a 00000003 000ce9a8 00000083 000ce9b9 00000000 00000002
00000000 000093be 42 000d3798 00000042 00000003 000d37a4 00000083 000d37a6 00000000 00000002
00000000 000093be 75 000d3799 00000075 00000003 000d37a4 00000083 000d37a7 00000000 00000002
00000000 000093be 72 000d379a 00000072 00000003 000d37a4 00000083 000d37a8 00000000 00000002
00000000 000093be 6e 000d379b 0000006e 00000003 000d37a4 00000083 000d37a9 00000000 00000002
00000000 000093be 65 000d379c 00000065 00000003 000d37a4 00000083 000d37aa 00000000 00000002
00000000 000093be 64 000d379d 00000064 00000003 000d37a4 00000083 000d37ab 00000000 00000002
00000000 000093be 20 000d379e 00000020 00000003 000d37a4 00000083 000d37ac 00000000 00000002
00000000 000093be 32 000d374d 00000032 00000003 000d37a4 00000083 000d37ad 00000000 00000002
00000000 000093be 37 000d375e 00000037 00000003 000d37a4 00000083 000d37ae 00000000 00000002
00000000 000093be 31 000d3770 00000031 00000003 000d37a4 00000083 000d37af 00000000 00000002
00000000 000093be 33 000d3782 00000033 00000003 000d37a4 00000083 000d37b0 00000000 00000002
00000000 000093be 36 000d3794 00000036 00000003 000d37a4 00000083 000d37b1 00000000 00000002
